,!HDR,PROD,VER,REL,IIFVER,DATE,TIME,ACCNTNT,ACCNTNTSPLITTIME
0,HDR,QuickBooks Desktop Pro,Version 30.0D,Release R8P,1,2024-12-15,1734251166,N,0
